text,true_label,predicted_label,is_correct,prob_non_hate,prob_hate
الله يبارك عبله 🤪😁شهاده معترف بها دوليا موتوا بغيضكم يا 💩 دوله مدنيه ماشي عسكريه دياراس مخابرات ارهابيه الماده السلطه للشعب,1,0,0,0.510993,0.489007
نيكمك يالعايله تاع طحين ورخس طحانين روحو عسو دياركم اازبي,1,0,0,0.506259,0.493741
يا شكوبي شحال عندك من جام ولى ابوني نشفالكم كي تحلت الباجا كنتو تحللو علا جال التفاعل او دوكا كي شبعتو راكم تخدمو بالعنصريه شريكي مشي هدا هو اللودو تع زمان او يدك فالشيخ عباد كيما نتا لي ناكو اللودو,1,0,0,0.51599,0.48401
جواب بريء🤔,0,1,0,0.489663,0.510337
كون زاد عهده تانيه راه ولا يجي يدي لمصروف تاع ختك,1,0,0,0.51946,0.48054
واله ايران الوحيد النهوض بالدوله الفارسيه وما التشيع والاسلام كل طاقيه ولو حدث لعادو عباده النار كانو الفتح,1,0,0,0.500519,0.499481
بوتفليقه قبل التحلاب,1,0,0,0.503071,0.496929
الشعب يسحقوه التقشف,0,1,0,0.498773,0.501227
ضك يجو يتعرقو عليك واش داك تخرب,0,1,0,0.494383,0.505617
👌🏻😂 علابالي تفهمني,0,1,0,0.496823,0.503177
بلد متقشف,0,1,0,0.484779,0.515221
خامج رخيسه ام رجاله وانتي قالو يا,1,0,0,0.505314,0.494686
العطايه ولات عيناني يا زبي في هاذ البلاد نيكو ماتكم جمله,1,0,0,0.512935,0.487065
متابعين ولاد بنات القهوه مكان,0,1,0,0.486991,0.513009
اصبحت بتخفيض,0,1,0,0.496774,0.503226
نعله الله عليك يا كلب,1,0,0,0.52426,0.47574
الف مبروك بالتوفيق مزيد من النجاحات,0,1,0,0.470521,0.529479
بكل اختصار العبره ماجر عند توليه منتخب وطني جعل طاقمه من الدشره ودمر المنتخب بتتائج,0,1,0,0.489078,0.510922
ماعنديش داسيا عندي كليو ساعات نغسلها مره الشهر وكي مريضه نديرلها التيم,0,1,0,0.499715,0.500285
شاوي افتخر لي مايعرفش اصلو يروح يشعل روحو ♓,1,0,0,0.502404,0.497596
ربي يحفظذ استااذ الله ما كنت فاهمه والو ملي تبعت فيديوهاتك فالقسمه تعلمت بزااف عفايس ربي يعطيك ما تتمنى رحمه الله على روح امك الطاهره,1,0,0,0.522844,0.477156
wali darya lahram 🔪,1,0,0,0.507895,0.492105
كس امو لي ميحب فري فاير,1,0,0,0.507947,0.492053
خطيك,0,1,0,0.485844,0.514156
اعه ياقواد الزوتف القيبايل البلغارين ياناكر اصلك الاعرلي المقطر,1,0,0,0.503108,0.496892
يدك فالقلوه اليمنى 🖕,1,0,0,0.513334,0.486666
الي يلبس اريني دير تلت ملايين ربعميه كعبه روح نيكمك بعيد ادمن,1,0,0,0.506391,0.493609
من هو المسؤول الجزائري الذي لم يحول رؤوس اموال الى الخارج من هو المسؤول الجزائري الذي لا يملك قصر في الخارج من فتح الطريق لربراب علي حداد طحكوت علمي اعمر بن اعمر كونيناف من سرق سوناطراك من مهد الطريق للخليفه ليكون امبراطوريته هؤلا من يجب محاسبتهم اولا قبل رجال الاعمال هؤلاء هم من استفادوا قسموا اموال الجزائريين فيما بينهم هؤلاء هم من دمروا الجزائر اقصد بهؤلاء كل رجالات الدوله من رئيس الى وزراء ولات معضم جنرالات العسكر علما ان وراءكل رجل اعمال ناجح جنرال وزير والي فكفاكم استغباء بابناء الشعب بهذه المحاكمات العشوائيه السطحيه فمن يجب ان يحاكم هم انتم لانكم ببساطه انتم افراد العصابه ما رجال الاعمال الا افراد تختبئون ورائهم علما ان ثروتكم انتم تعتبر اضعاف ما كسبوه هؤلاء نحن مع رحيل النظام الذي عبث عجز عن حمايه اموال الشعب بعد سقوطكم ستحاسبون انتم اولا وكل من كان وراء هؤلاء رجال الاعمال بعدها سنطالب باسترجاع اموالنا من هؤلاء اخيرا اطلب من كافه الشعب عدم الانسياق وراءهذه المحاسبات التمثيليه لان يجب ان يحاسب اولا هم عصابه النظام فهم شركاء في الجريمه مطالبنا رحيلهم محاسبتهم,0,1,0,0.498047,0.501953
واش ربحتو فالخر الشعر لقبايل بعاد عليكم يا الاصابع الزرقاء,1,0,0,0.509668,0.490332
ثروه ربراب نقدرو نكملوا بيها الطريق السيار من عنابه للطارف,1,0,0,0.506435,0.493565
وانت واش وجعك,1,0,0,0.502325,0.497675
يكفي بهلولا لتصبح مشهورا,1,0,0,0.514994,0.485006
محمد صلاح,0,1,0,0.480583,0.519417
كاينا,0,1,0,0.490844,0.509156
روح نيك امك يا زبي ديزاد,1,0,0,0.50487,0.49513
بوركت استاذ,0,1,0,0.491979,0.508021
نيك مك نتي ولي يسمعك ولي توسوس راني عليه,1,0,0,0.51389,0.48611
ربي يحفظك يا استاذ شكرا رحمه الله على روح امك الطاهره,1,0,0,0.523147,0.476853
وجوهكم صحاح مطليا بزبل لكم خجل مازلت تحدث كنت اتحدث اظهر مجدا لعنه اله عليكم يانقوشا ياعطين صحافه العار,1,0,0,0.515113,0.484887
وجوه الرخص والي رخصكم تعليم اعلاه تقولوش صح غلطنا سامحنا اخطونا يا فساق,1,0,0,0.512479,0.487521
بغيت تقول بلي عاقل امازيغ يا حمار طحان لمهم لقبايل قوتاو الامازيغيه لغه وطنيه,1,0,0,0.509184,0.490816
متابعك نستنا وقتاش نلق فرصه ندردش معاك,0,1,0,0.496573,0.503427
لي راه يدافع ربراب يروح يقود عندي,1,0,0,0.508547,0.491453
مزيد من التالق اخي امير,0,1,0,0.487894,0.512106
انل راني سيريوا,0,1,0,0.488168,0.511832
صياحك طرب,0,1,0,0.492619,0.507381
يجوره السحاب,0,1,0,0.497462,0.502538
الاصدقاء يفرحو وقتاش تجي الفرصه باش يخرجو بعضصحابي,0,1,0,0.491809,0.508191
نك زبي اذا هاذي بلاد,1,0,0,0.503875,0.496125
الحزن حدث,0,1,0,0.489393,0.510607
ينمي واش قود مولوديه نيك مو ما تعرف لي يشجعو مولوديه يخي كعبه,1,0,0,0.500236,0.499764
واش يقعدو في بلاد اازمان,0,1,0,0.495507,0.504493
معطوب الهيبه,0,1,0,0.49636,0.50364
قستها صاحبي,0,1,0,0.495054,0.504946
مزالكم تبعو في هاذي الصفحه سينياليو جدها الادمن نتاعها فارغ شغل قاعد غير للفتنه ميعرف ني تاريخ ني الثقافه جايب بيكم الوقت هذا ما يمثل حتا جزائري,1,0,0,0.506724,0.493276
viva usma aljeri ❤️🖤 aw r🫡 ta3ti bik bl memes wala wach ismoh yana9ch,1,0,0,0.525732,0.474268
تحيا ربراب وتحيا ملال,0,1,0,0.49982,0.50018
الله يرحم القايد صالح ونت اقعد تنبح كي الكلب,1,0,0,0.514753,0.485247
فاءده هاءلاء الاوباش ويجب اختزالهم معادله الحراك حراكي مءمن بقضيته خير هاءلاء المتخاذلين الاغبياء,1,0,0,0.511415,0.488585
امسيتك طيبه خويا رامي 🙏 مرحبا,0,1,0,0.494122,0.505878
الله لا يربحهم,1,0,0,0.521928,0.478072
وجوه البغس الرغس كنتم تقولون المنتخب لا يقنع في لعبه في خطته في في في الخ الان تغير كل شيء سبحان الله,1,0,0,0.524412,0.475588
rabi sobhano,0,1,0,0.495398,0.504602
اخواني القباءل ليسو الكل لان القباءل احرار ورجال طينه الكبار اتحدث يدافعون ربراب ثاني ملياردير عربي قدم لكم ماهي المشاريع استفدتم ياناس راه رجل فاسد يخدم المشروع الفرنسي يريد تقسيمنا حذاري حذاري,1,0,0,0.500458,0.499542
عاهره واوساخ 😂,1,0,0,0.511328,0.488672
لس كلام امرءه جزايريه مؤدبه ولو كنتي تحكي الحقيقه لا احد من ابناء الفامليه يستطيع تتبع كلامك الغير المؤدب,1,0,0,0.510105,0.489895
الناس راهم شعبان راهم اصذقو ويصومو ويذعيو ربي يغفرلهم وانت اقعذي ذيري النميمه اعراض الناس راكي كبيره خافي ربي خلي الناس حالها اصلا امير عمرو متكلم اعليك حسبيا اله ونعم الوكيل فيك,1,0,0,0.511522,0.488478
واش داك تشربها,0,1,0,0.499471,0.500528
تحركهم فريت اوملات بلا بيض يا وحد لحمار,1,0,0,0.515462,0.484538
تبون خدع كامل الجزاءرين وعود كاذبه المجالات,1,0,0,0.504284,0.495716
نسيت صنم بوبجي افرار,0,1,0,0.48413,0.51587
نعل جد موك المخرج باش تقتل احسن واحد عادي 😭 والله حتا حشوما او حرام عليك بغسكو مقدرتش علا هاد سوتياسسون,1,0,0,0.505831,0.494169
ناكل الفرماج الباقي انحطهم البراد قالك لازم انديرو التقشف,0,1,0,0.49484,0.50516
شوف نقولك حاجه نتسو مانتسوش انت شادخلك وشكون كلفك تهدر باسمنا اخطيك منا وروح دبر روحك,1,0,0,0.512823,0.487177
صحاب الراي,0,1,0,0.497467,0.502533
نسيت ديدين كلاش,0,1,0,0.492796,0.507204
دخلتهم كل للحبس واش خليت هذا يدل على الكذب,1,0,0,0.514643,0.485357
حساب هدرتك مولوديه توجور سور دارولك بونت فيراج سود,1,0,0,0.509951,0.490049
التنوع البيءي ماكان,0,1,0,0.491995,0.508005
شاء اله نتاهل لكاس العالم بالتوفيق فريق شاب شاء اله مستقبل واعد مشرف مبروك لشقيقه تونس,0,1,0,0.489352,0.510648
رح ينكحنا بلكورونا,1,0,0,0.507025,0.492975
اودي روح تعطي غلى روحك يا الزامل,1,0,0,0.523524,0.476476
ربي يحفظك استاذ يرحم روح امك الطاهره ياارب,1,0,0,0.509998,0.490002
افيدونا حتى لا نفقد الثقه في منتجات كوندور,0,1,0,0.499961,0.500039
rou7 9awad bik la page ta3 lii yabou la page takk 🖕🏾,1,0,0,0.509186,0.490814
العبيد يرون الحر اله,1,0,0,0.516634,0.483366
ماذا يريد النظام المفلس بالجزائر,0,1,0,0.494676,0.505324
القبائل هي عميروش وكريم بلقاسم وعبان رمضان,0,1,0,0.482612,0.517388
محمد صلاح 😂👌,0,1,0,0.48926,0.51074
روح بول ارقد طزز عليكم لوكان راكم تبكو على صلاتكم كما هاك لوكان رانا اسياد العالم,1,0,0,0.513139,0.486861
قالي نقطه البيع بوسعاده,0,1,0,0.495136,0.504864
قبائلي وافتخر ♓️️,0,1,0,0.477775,0.522225
لقيط فرخ تفوو عليك,1,0,0,0.502645,0.497355
نيك مك يا شيخ يا بوحنيكه,1,0,0,0.523866,0.476134
ولاد فرنسا عليهم لعنه الله الخونه,1,0,0,0.510008,0.489992
راني مستغرب والله قاع واش راه يصرى فالعالم وواحد متخلف كيما نتا مازال يميز بين القبايل والعرب شوف ناس وين وصلو وشوف نتا وين راك😗,1,0,0,0.508517,0.491483
حمد لله مناش راح نموتو,0,1,0,0.491866,0.508134
اله يرحمك عقيل وحسني هاذو لقحاب وجوه زبي كانو يخدمو بالبونت ولاو زب حلوف نك مواتكم ونك اولاد لقحاب صدقه وكرامه ترحما شهداءنا الابرار,1,0,0,0.510211,0.489789
انا عندي محل حاب نخدم معاكم,0,1,0,0.493806,0.506194
طالبتهم العداله ان تتحرك ولما تحركت قلتم لماذا ربراب حداد اويحيى سيد السعيد قبايل سراقين لازم يتحاسبو وعلى الجميع من كل جهات الوطن,1,0,0,0.505882,0.494118
ياه واله علابالي عطله سعيده ترجع بالسلامه ديني معاك حطني فاليزا 😌🤭,0,1,0,0.497444,0.502556
ربي نشاله يعطيك الصحه العافيه ويرزقك خير ويرحم امك الطاهره وابي رحمت له عليهم,1,0,0,0.512113,0.487887
تحبو لبلاد تولي كي اوروبا تولي زبي,1,0,0,0.506958,0.493041
كندور اعتزاز الجزائر,0,1,0,0.486997,0.513003
ياو مرانش نقولو ربراب مليح مي رانا نقولكم القايد راهو يلعب بيكم افطنو,0,1,0,0.499246,0.500754
مولوديه خاطي 😐,0,1,0,0.485172,0.514828
زمان,0,1,0,0.487583,0.512417
الجديده يعني الانتقام الشعب طرد المجرم بوتسريقه جديده يعني القمع الحديده الشعب حسبنا اله الوكيل,1,0,0,0.52044,0.47956
موالفين متقمبيع اله غالب بطها سكت,1,0,0,0.509199,0.490801
رساله هامه يالخاوا بالاكو تشرو عليهم خاطرش يلعبوهالكم مايسقطو تولي رخيسه وبالاك الدوله تنحيهالكم تولي املاك الدوله,1,0,0,0.527266,0.472734
نقطه بيع,0,1,0,0.494549,0.505451
ربي شكون ماتفكرش ميمتو تهلاو في ماتكم متخلش الدنيا تغركم دمعه طاحت 😢تفكرت ميمتي الله يرحم جميع المسلمين,1,0,0,0.511544,0.488456
العصابه غرقت الوحل راهي طرش,0,1,0,0.49475,0.50525
بلاد ميكي الخونه لي شردو حطمو شباب نادي الصنوبر رجال لي خدمت وقفت شباب السجن ينعل دين باباك ياسعيد طحان تحيا ربراب,1,0,0,0.505957,0.494043
اله ينصرك يا استاد هولاء الصعاليك,1,0,0,0.517518,0.482482
اختك وين هيا,1,0,0,0.52394,0.47606
واش,0,1,0,0.443945,0.556055
زايده شويه,0,1,0,0.492555,0.507445
باختصار الجزائر الجديده في حاله مزريه في 201,0,1,0,0.497931,0.502069
نرجو منك ترسل لنا رقمك الهاتفي واسمك,0,1,0,0.494701,0.505299
nta brouhak ahh lkhanaz kont takhdam sarver fi restaurent tsarbi loubya fret bal bayd ahh tahan hna na3arfouk raya ahh roubi min jit man dawarkom layoun turke fa 20 ahh jayah,1,0,0,0.512993,0.487007
منتجات متوفره عندكم,0,1,0,0.483316,0.516684
نعبدهم,0,1,0,0.489598,0.510402
اثبت الدراسات السكريات والزيتوت بصفه مهدمه لجسم الانسان وتاع ربراب تهديما وشكرا,0,1,0,0.47768,0.52232
اتفاقيه افيان كتبت بدماء الشهداء طرف,0,1,0,0.492226,0.507774
نعم لقد تواصلت مع عنوان الخدمات الذي بعثتم به,0,1,0,0.49872,0.50128
السلام عليكم فريق عمل براند الجزائر,0,1,0,0.479308,0.520692
جيبو السوارد اللي سرقوهم اويحي سلال سلكوهم ابنيو بيهم 20 سبيطار يفضالو اشريو بيهم طائره يفضالو,0,1,0,0.494083,0.505917
نيك امك يا القايد,1,0,0,0.507598,0.492402
مطاطيطك,1,0,0,0.504003,0.495997
عندك الحق ولي ماعجبوش كلامك يدير لشان الحليب وبلع فمك,1,0,0,0.522453,0.477547
بقينا توالا جال عنصرين تاع لخرا لي كيفكم,1,0,0,0.515458,0.484542
واله خالعني الطفل,0,1,0,0.497794,0.502205
واش درولك مازدا ياحمير درولك حاجه تحرك قيق يابريق,1,0,0,0.500069,0.499931
رساله لصاحب الفيديو كنت راجل لوكان ماركش عايش بلاد قتلت الملاين الجزاءرين بما فيهم اجدادك يا خاءن,1,0,0,0.515732,0.484268
نتا باين تبع ماميدو صبوحه نقوشه هادوك عليها درت هاد لميم,1,0,0,0.519759,0.480241
نيك موك يا مول لاباج,1,0,0,0.52109,0.47891
روحي قتلي روحك طلقتي راجلك على جال لنتخب ابخي قلبتي لvيستا الله العنك منحطه امير ليزووم ونتي خارج مجال التغطيه حم بوك شحال خلصوك,1,0,0,0.507514,0.492486
vous avez ni tenue ni retenue et encore moins de respect des insultes et de la médisance et autres commérages outranciers est triste tout cet étalage ne vous grandit pas et ne vous honore pas du tout et cela donne une image hideuse de vous ma tekhafou rabi ma hechamtou 3la ardekoum inna allah alaykoum chahid,1,0,0,0.506911,0.493089
ماعندو معني,0,1,0,0.497111,0.502889
روحي ذوبي هداك لكرش ومن بعد تروحي تغني لي جي غني يخي حاله يخي,1,0,0,0.500173,0.499827
احمار اعطولوا ورده اشمها كلاها هكذا يا فريت اوملاط بالبيض,1,0,0,0.52295,0.47705
يحب يزرع الشوك هده المهمه ديالو هدا العميل,1,0,0,0.518755,0.481245
الكوشه وشحال دير,0,1,0,0.491064,0.508936
شيء مفتعل صح وين تاكدت بلي الراجل ميحبوش الجزاءر,0,1,0,0.497278,0.502722
الاحرار كيما تحركهم بطاقه شواذ كيما لي عندك فاما البيض فيحتوي البروتين,1,0,0,0.518126,0.481874
رجاله احرار,0,1,0,0.488182,0.511818
انت كنت تمدح بوتفليقه قناتك بما معناه انتخبوا بوتفليقه لايوجد رجل مثله الجزاءر وسقط بوتفليقه وصديقك المقرب منك وها انت تدافع ربراب الم تسال يوما مثلما يتساءل الشعب الثروه يمتلكها الرجل اتي بكل المال الضخم يرث دينارا واحدا ابيه لانه فقيرا اذن الاموال كلها ملك الشعب اخذها البنوك الجزاءريه طريق صديقه الجنرال توفيق,1,0,0,0.502952,0.497048
نضن خلي مكالاه نضن الرعيان,0,1,0,0.490682,0.509318
نعدين دراما تاعكم اقسم باله بكيت بالدمعه,1,0,0,0.506442,0.493558
انت يا زيتوت بريطاني واش دخلك في الجزاير هذه كلمه حق يراد من ورائها باطل لي ما يعرفكش يا زيتوت يحسبك عمر بن عبد العزيز وانت سحليه سامه,1,0,0,0.505997,0.494003
تحيا الاحرار,0,1,0,0.490709,0.509291
يا حمار,1,0,0,0.504793,0.495207
كون زدت محمد صلاح,0,1,0,0.483651,0.516349
wach kho cava,0,1,0,0.498311,0.501689
هاد الصفحه ولات خرا خرا طلعو نيفو يا,1,0,0,0.507135,0.492865
انت مقود نتفرج ونسمع هذي البغله دقيقه,1,0,0,0.504805,0.495195
شكون انت الفحل يسب فيك وفي امك قدامك مرديتش عليه يرخس وجه المؤخره,1,0,0,0.513278,0.486722
السفاره الفرنسيه الجزاءر تطلب الخارجيه الجزاءريه توضيحات ومعلومات وحيثيات اعتقال ربراب فهمتوا مزال,0,1,0,0.492293,0.507707
matoub radiya 3anhoo ❤️,1,0,0,0.503033,0.496967
rooh nik hatchon yamak ya na9ch nta rak farihaa wahna natnako roh nik mok madbrch alina,1,0,0,0.516497,0.483503
الصليح تاع الدزاير كامل راهم يلموه قنوات الزيقو حشاكم مخصكش عشرين كيلو تاع الزرع,1,0,0,0.501445,0.498555
مبروك مبروك مبروك مبروك امير ديزاد عبله جونو يسقط حكم مخابرات الجزائر الارهاب الاستعمار الجزائر المحتله من طرف مخابراتها,0,1,0,0.489435,0.510565
مرحبا مهتمون بكل الشعب الجزاءري مدن الجزاءر,0,1,0,0.487164,0.512836
لعنه معطوب عليكم ستحل عليكم لعنه معطوب معطوب لن يغفر لكم,1,0,0,0.522499,0.477501
ياو قوو,1,0,0,0.505041,0.494959
حذاري جماعه بطني بطني,1,0,0,0.504603,0.495397
تحزيق العواد باب الواد,1,0,0,0.504789,0.495211
الخربشه تدور راسي اتقدم بطلب يسعد ربراب يوقف مشاريعه الجزاءر شمرو سواعدكم يا تقنون النقد الفايسبوك لتاخذوا مكانه,1,0,0,0.515819,0.484181
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين اما الاجنحه ان كانت عداله ذو مصداقيه سيصلون اليهم,1,0,0,0.505376,0.494624
سمحلي بصح مش فاهم واش كس خروك منو باه جبت تخمام كي هذا🐫🔪,1,0,0,0.509109,0.490891
ربي يحفظك يا استاذ ويسكن امك فسيح جناته هي اولادها احفادها 😉,1,0,0,0.527549,0.472451
مشي كبير بزاف مزيه 😂,0,1,0,0.488123,0.511877
العصابه الكلاب وصلات حتى الاغتصاب,1,0,0,0.522811,0.477189
محتاجه لافيسال,0,1,0,0.498323,0.501677
ونقطاع لاماء,0,1,0,0.486694,0.513306
انتاع الشعر رد على مقري يا محترف,1,0,0,0.508261,0.491739
اقتلوهم يتكاثرو,1,0,0,0.507175,0.492825
روح نيك مك تفو,1,0,0,0.517589,0.482411
نكتها فديدين,1,0,0,0.510271,0.489729
بوصبع الحمار ضرك يقولك الكورونا والعهده راهي بدايتها ه😜,1,0,0,0.507648,0.492352
نتا باين ولد عاهره وحاب تشيع قالهالكم بلماضي نحب بعضنا,1,0,0,0.509531,0.490469
طبعا مادمت تخدم اجندتهم فبامكانكهم ان يمنحوك حتى الدكتوراه الفخريه كما فعلت امريكا مع اردوغان لكن في اعينناستبقى مستوى 4ابتدائي لا يفرق بين اومليت والبيض وبزقه على المبردعين الاخرار,1,0,0,0.510272,0.489728
حسني راي لطفي راب برك اله فيك خويا لطفي سلام,0,1,0,0.497629,0.502371
بوصبع لي حر حرو لي عبيد عبيد كاين تاريخ,1,0,0,0.515259,0.484741
لعنه الله عليك يا ديوت يا خنزير,1,0,0,0.525408,0.474592
مزالكم تنبحو بسببكم رح نولو علمانيين تفوو جهنم باس المصير,1,0,0,0.509917,0.490083
علاه فيه سوه في رقبتو,1,0,0,0.512696,0.487304
كسكس بالعصبان مع مرق ابيض ولايه جيجل ❤️😘,0,1,0,0.491609,0.508391
حبينا تبداو بالعصابه ماشي بربراب هذا فيم هندي بركاوكم رانا فايقين بيكم,1,0,0,0.507059,0.492941
حيا الله احرار الجزائر,0,1,0,0.490118,0.509882
من نيتك مزال كاين واحد يسيبورتي حيوانات التناطح في ال 20,1,0,0,0.509552,0.490448
يارب اعطينا زلزال 12علا سلم ريشتر نروحو قاع حسبي اله ونعم الوكيل,1,0,0,0.505103,0.494897
خاطيك علابالي 🕊️,0,1,0,0.491883,0.508117
تموت بلقنطه,1,0,0,0.503609,0.496391
كيما لي قاتلو مانكلش اللحوم انا ناكل صكالوب 🤭🤣,0,1,0,0.490296,0.509704
قالك صحافي العجب السنه الرابعه ابتداءي,0,1,0,0.492271,0.507729
smhli bsh g3rtha 😢,1,0,0,0.508634,0.491366
نطلب من السلطات الجزائريه نطلب من الجنرال شنقريحه اجيبنا الكلب هادا لي حاب اخرب لبلاد راهو سب الرائيس تاعنا او سب القايد تاعنا ربي يرحمو نطلب من السلطات القبض عليه فوراا قبل فوات الاوان هادا الكلب مطلوب يارب يارب,1,0,0,0.502691,0.497309
كذبون اخر العمر,1,0,0,0.505771,0.494229
حاجه شابه راني نهدر عن تجربه,0,1,0,0.48576,0.51424
عبله تشفاي مواد منا و4 مواد ملهيك تسريب الباك تاع العام,0,1,0,0.496928,0.503072
ماشاء اله بالتوفيق,0,1,0,0.499522,0.500478
فريت مليت بترمتك يا زامل روح عاود اقرا كشف ربي واله جامي شفت فريت مليت بابيض امشي تعطي يا الحبس لبسوك كوستيم عطاولك كوستيم اودي تخلعت وليت متفرقش مليت البيض ملا نقلك البيض هوما قلويا,1,0,0,0.530811,0.469189
نيك مها رحنا السلام,1,0,0,0.513399,0.486601
روحو تقودو بلاد سياره ولات مشكل من بوتفليقه العطاي,1,0,0,0.508895,0.491105
لا فرق بين عربي ولا اعجمي الا بالتقوى تفو عليكم راح نبقو هاكا في هاذي عقليه امازيغي عربي شاوي عيشو وخدمو هاذي ثقافه زرعها مستعمر فينا سواء من ناحيه حدود ويلا من ناحيه اصل علا ذيك نصيحه ليا وليكم ارجعو طريق صحيح,1,0,0,0.514248,0.485752
نفشل كي نسمعك تقول الاحرار نتا ترمتك مزال محرتهاش الزب,1,0,0,0.50169,0.49831
ou ya3tihh sahték ya chikour abla,0,1,0,0.478294,0.521706
nik yamak ya wlid l9ahba,1,0,0,0.509505,0.490495
لست ربراب حداد,1,0,0,0.510043,0.489957
57,0,1,0,0.475319,0.524681
keshma darolk mouloudia beyna 🌶,1,0,0,0.500548,0.499452
متستحييل,0,1,0,0.499619,0.500381
الباك,0,1,0,0.49446,0.50554
الله يذلك ياوحد اللحمار حشا الحمار,1,0,0,0.514482,0.485518
جماعه لي يهدروا السكر الزيت يجيبوا الدليل البورصه وقت العشريه السوداء كيما راهم يزعموا بصح يهدروا باه يهدروا يعرفوا الفرق السكر الظبيعي المكر ربراب راجل خدام نتوما تحبوش الرجال واعلاه هدرناش اويحي حداد ياك قبايلين نعرفوهم تحاحن,1,0,0,0.514202,0.485798
ربي يحفظك يرحمك روح امك يجعل مثواها الجنه,1,0,0,0.517214,0.482786
شوفي احترامي لوالديك الكرام مي انتي قحبه احترامي لكي البلاد يا القحبه راحت لهاويه وانتي تهدري امير ديزاد اهدري سرق راني معاك الباقي ربي يسهل يتزوج يطلق فريده زبيده حياتو حر ياو انتي تهدري التحت,1,0,0,0.518958,0.481042
روح شوف السطاف تاع المنتخب المغربي مع حليلوزيتش في اكثر من واحد كي تزيدلهم اللاعبين الاحتياطين شحال يولو يامبردع تخبي على جماعتك ياحلوف,1,0,0,0.500876,0.499124
ترمتك يا عطاي🖕 افريقيا امازيغيه يرث اله ارضه,1,0,0,0.51489,0.48511
روح تقود انت كي تمرض تروح لخارج او احنا الشعب نموت روح لسبيطار او شوف بعينك يا كلاب,1,0,0,0.508706,0.491294
التخابر الدحدوح حكم الفايوات,0,1,0,0.491307,0.508693
كاش امارات كاش تطبيع خويا الخليجي,0,1,0,0.487262,0.512738
لالا يسيبورتيو شباب قسنطينه واهلي البرج يا لي عندكم القنطه,1,0,0,0.515434,0.484566
اولدي روح طعتي تحب تهدر لبلاد مشكلها ارواح لبلادك وهدر مشي راك هارب لهيه سيادك ومدرق راسك وتحكي مور شاشه وتقول وانا ياخي نقش ياخي موت ذليل نيك مك,1,0,0,0.516395,0.483604
روح تلعب يقومي بن قومي قنات الرخس والله متحشمو كينتوما كي بن زيمه متليقوش كامل,1,0,0,0.503891,0.496109
نحى فلسطين دار اسرائيل💔☹,0,1,0,0.499668,0.500332
القضاء في محنه,0,1,0,0.499722,0.500278
تناكت عليكم زواف سايي طار لحمام,1,0,0,0.508672,0.491328
افهمو يشعب راه قصدو فريتومنات فيها بيض زيادا زيطوطيات🐸,0,1,0,0.499342,0.500658
ربي يحفظك ختي ومدابيك هدرت ناس خليها بعيد باسكو غير ينبحو وماعندهم مايديرو,1,0,0,0.5,0.5
قلكا يتحاسبوا قاع كي لحقت ربراب اعلنوا تضامنهم,1,0,0,0.520104,0.479896
المنحه راهم يديو اصحاب البطون المنتفخه,0,1,0,0.494795,0.505205
روح تعطي عندك زبي الحراس تاعك دوخه شاوشي عسله شعال هما معترفين بمبولحي رقم واحد نتا بن شيخ بكل صراحه تكره من بكري اللٰه يجعل دعوتو تخرج فيك,1,0,0,0.519168,0.480832
بركو الستهزاء تع الناس واحشموا شويا ملاك بركاو اشعال نار الفتنه الشعب الواحد اله يهدي مون اخلق,1,0,0,0.510247,0.489753
روحو تعطو ياقنات الزيقو,1,0,0,0.502528,0.497472
واين نجد هده العروض قسنطينه,0,1,0,0.499754,0.500246
ممكن جدا لو استرجعت من الاموال التي ربراب سرقها لكن سينقطع عنكم التمويل,0,1,0,0.495515,0.504486
وانتم ماهو دخلكم ربراب خاءن,1,0,0,0.517394,0.482606
باينه عليك بو صبع لزرق,1,0,0,0.503703,0.496297
😂 بالدموع,0,1,0,0.48552,0.51448
معليش سلعه بلادي نشجعوها انا تاني نشري😜,0,1,0,0.495558,0.504442
رشيد او يحوس يضحك علينا انه خائن,1,0,0,0.516876,0.483124
بلا مزيه كيما اختي الصغيره نتيالمهم منديش ذنبك حطيتي موسيقي برك😁😅تصبحي خير😗,0,1,0,0.479657,0.520343
peur parce ce que hadou houma les vrais hommes de algérie hadou houma ils vont pas laisser algérie tache3ale fiha naree il sont des principes hadou nasse andehoum algérie fi damhoum machi wellad franca rabi makoum nechallah vous serez régulariser nechallah vous étiez la qui kane chabe fi hala je me souviens très bien de cette époque 👍vive algér,0,1,0,0.469362,0.530638
تبون,0,1,0,0.491527,0.508473
اله يازيتوت علبالي شيات لكبار بصح عندك حق رجعونا الجزاءر القديمه يرحم باباكم,1,0,0,0.503384,0.496616
روح تعطي ربي قاعد كي ربي,1,0,0,0.508865,0.491135
الله ينعل والدين بباك يوحد الخنزير الراصي,1,0,0,0.500175,0.499825
سوه ختك,1,0,0,0.511815,0.488185
ياو روح تعطي يا الحركي الخائن نيك مك,1,0,0,0.519316,0.480684
وجوه جديده ستدخل المسجد لا تعرفونها لا ترموها بالنفاق بل تبسموا في وجوهها لعلها تكون بدايه توبتهم وتوبتنا ان شاء الله تعالى,1,0,0,0.51839,0.48161
حان الوقت لالغاء الاشتراك 🤗😊,0,1,0,0.498749,0.501251
